Title,Price,Original Price,Sale Discount,Product URL,Image URL,Stone Type,Metal Type
2 Carat Round Shape Flower Emerald and Diamond Halo Stud Earrings In 14 Karat Rose Gold,1980.90,8253.79,76.0,https://www.superjeweler.com/2-carat-round-shape-flower-emerald-and-diamond-halo-stud-earrings-in-14-karat-rose-gold-50614.html,"https://media.superjeweler.com/f_auto,fl_lossy,q_auto,h_284,w_284/Images/Products/700X700/pic50614-1",Emerald,Rose+Gold
2 Carat Round Shape Flower Emerald and Diamond Halo Stud Earrings In 14 Karat Yellow Gold,1980.90,8253.79,76.0,https://www.superjeweler.com/2-carat-round-shape-flower-emerald-and-diamond-halo-stud-earrings-in-14-karat-yellow-gold-50613.html,"https://media.superjeweler.com/f_auto,fl_lossy,q_auto,h_284,w_284/Images/Products/700X700/pic50613-1",Emerald,Yellow+Gold
2 Carat Round Shape Flower Emerald and Diamond Halo Stud Earrings In 14 Karat White Gold,1980.90,8253.79,76.0,https://www.superjeweler.com/2-carat-round-shape-flower-emerald-and-diamond-halo-stud-earrings-in-14-karat-white-gold-50612.html,"https://media.superjeweler.com/f_auto,fl_lossy,q_auto,h_284,w_284/Images/Products/700X700/pic50612-1",Emerald,White+Gold
2 Carat Round Shape Flower Ruby and Diamond Halo Stud Earrings In 14 Karat Rose Gold,1980.90,8253.79,76.0,https://www.superjeweler.com/2-carat-round-shape-flower-ruby-and-diamond-halo-stud-earrings-in-14-karat-rose-gold-50617.html,"https://media.superjeweler.com/f_auto,fl_lossy,q_auto,h_284,w_284/Images/Products/700X700/pic50617-1",Ruby,Rose+Gold
2 Carat Round Shape Flower Ruby and Diamond Halo Stud Earrings In 14 Karat Yellow Gold,1980.90,8253.79,76.0,https://www.superjeweler.com/2-carat-round-shape-flower-ruby-and-diamond-halo-stud-earrings-in-14-karat-yellow-gold-50616.html,"https://media.superjeweler.com/f_auto,fl_lossy,q_auto,h_284,w_284/Images/Products/700X700/pic50616-1",Ruby,Yellow+Gold
2 Carat Round Shape Flower Ruby and Diamond Halo Stud Earrings In 14 Karat White Gold,1980.90,8253.79,76.0,https://www.superjeweler.com/2-carat-round-shape-flower-ruby-and-diamond-halo-stud-earrings-in-14-karat-white-gold-50615.html,"https://media.superjeweler.com/f_auto,fl_lossy,q_auto,h_284,w_284/Images/Products/700X700/pic50615-1",Ruby,White+Gold
2 Carat Round Shape Flower Sapphire and Diamond Halo Stud Earrings In 14 Karat Rose Gold,1980.90,8253.79,76.0,https://www.superjeweler.com/2-carat-round-shape-flower-sapphire-and-diamond-halo-stud-earrings-in-14-karat-rose-gold-50620.html,"https://media.superjeweler.com/f_auto,fl_lossy,q_auto,h_284,w_284/Images/Products/700X700/pic50620-1",Sapphire,Rose+Gold
2 Carat Round Shape Flower Sapphire and Diamond Halo Stud Earrings In 14 Karat Yellow Gold,1980.90,8253.79,76.0,https://www.superjeweler.com/2-carat-round-shape-flower-sapphire-and-diamond-halo-stud-earrings-in-14-karat-yellow-gold-50619.html,"https://media.superjeweler.com/f_auto,fl_lossy,q_auto,h_284,w_284/Images/Products/700X700/pic50619-1",Sapphire,Yellow+Gold
2 Carat Round Shape Flower Sapphire and Diamond Halo Stud Earrings In 14 Karat White Gold,1980.90,8253.79,76.0,https://www.superjeweler.com/2-carat-round-shape-flower-sapphire-and-diamond-halo-stud-earrings-in-14-karat-white-gold-50618.html,"https://media.superjeweler.com/f_auto,fl_lossy,q_auto,h_284,w_284/Images/Products/700X700/pic50618-1",Sapphire,White+Gold
2 Carat Round Shape Flower Black Diamond Halo Stud Earrings In 14 Karat White Gold,1980.90,8253.79,76.0,https://www.superjeweler.com/2-carat-round-shape-flower-black-diamond-halo-stud-earrings-in-14-karat-white-gold-50273.html,"https://media.superjeweler.com/f_auto,fl_lossy,q_auto,h_284,w_284/Images/Products/700X700/pic50273-1",,White+Gold
1 1/2 Carat Round Shape Flower Blue Diamond Halo Stud Earrings In 14 Karat White Gold,1980.90,8253.79,76.0,https://www.superjeweler.com/1-1-2-carat-round-shape-flower-blue-diamond-halo-stud-earrings-in-14-karat-white-gold-50270.html,"https://media.superjeweler.com/f_auto,fl_lossy,q_auto,h_284,w_284/Images/Products/700X700/pic50270-1",,White+Gold
2 Carat Round Shape Flower Black Diamond Halo Stud Earrings In 14 Karat Yellow Gold,1980.90,8253.79,76.0,https://www.superjeweler.com/2-carat-round-shape-flower-black-diamond-halo-stud-earrings-in-14-karat-yellow-gold-50274.html,"https://media.superjeweler.com/f_auto,fl_lossy,q_auto,h_284,w_284/Images/Products/700X700/pic50274-1",,Yellow+Gold
1 1/2 Carat Round Shape Flower Blue Diamond Halo Stud Earrings In 14 Karat Yellow Gold,1980.90,8253.79,76.0,https://www.superjeweler.com/1-1-2-carat-round-shape-flower-blue-diamond-halo-stud-earrings-in-14-karat-yellow-gold-50271.html,"https://media.superjeweler.com/f_auto,fl_lossy,q_auto,h_284,w_284/Images/Products/700X700/pic50271-1",,Yellow+Gold
